# idx_int bit_int post_llr_q hard
0 0 -64 0
1 0 -64 0
2 0 -64 0
3 0 -64 0
4 1 63 1
5 1 63 1
6 0 -64 0
7 1 63 1
8 1 63 1
9 1 63 1
10 1 63 1
11 0 -64 0
12 0 -64 0
13 1 42 1
14 1 63 1
15 1 63 1
16 0 -64 0
17 0 -64 0
18 0 -64 0
19 0 -64 0
20 0 -64 0
21 1 63 1
22 0 -64 0
23 0 -64 0
24 0 -64 0
25 1 63 1
26 1 63 1
27 1 63 1
28 0 -64 0
29 1 63 1
30 0 -64 0
31 0 -64 0
32 0 -64 0
33 0 -64 0
34 1 63 1
35 0 -56 0
36 1 63 1
37 1 63 1
38 1 63 1
39 0 -64 0
40 1 63 1
41 0 -64 0
42 1 63 1
43 0 -64 0
44 1 63 1
45 0 -64 0
46 1 63 1
47 0 -64 0
48 0 -64 0
49 0 -64 0
50 1 63 1
51 1 63 1
52 0 -64 0
53 1 63 1
54 1 63 1
55 0 -64 0
56 1 63 1
57 0 -64 0
58 0 -64 0
59 1 63 1
60 1 63 1
61 1 63 1
62 0 -64 0
63 0 -64 0
64 0 -64 0
65 0 -64 0
66 0 -64 0
67 1 63 1
68 0 -64 0
69 0 -64 0
70 1 63 1
71 0 -64 0
72 0 -64 0
73 1 63 1
74 0 -64 0
75 1 63 1
76 0 -64 0
77 0 -64 0
78 0 -64 0
79 0 -64 0
80 0 -64 0
81 1 63 1
82 1 63 1
83 0 -64 0
84 0 -64 0
85 1 63 1
86 0 -64 0
87 1 63 1
88 0 -64 0
89 0 -64 0
90 1 63 1
91 1 63 1
92 0 -64 0
93 0 -64 0
94 0 -64 0
95 0 -64 0
96 1 63 1
97 0 -64 0
98 0 -64 0
99 1 63 1
100 1 63 1
101 1 63 1
102 0 -64 0
103 0 -63 0
104 0 -64 0
105 1 63 1
106 1 55 1
107 1 63 1
108 1 63 1
109 0 -64 0
110 0 -64 0
111 0 -64 0
112 1 63 1
113 0 -64 0
114 1 63 1
115 0 -64 0
116 1 63 1
117 0 -64 0
118 1 63 1
119 1 63 1
120 1 63 1
121 1 63 1
122 0 -64 0
123 0 -64 0
124 1 63 1
125 0 -64 0
126 0 -64 0
127 0 -64 0
128 0 -64 0
129 0 -64 0
130 0 -64 0
131 1 63 1
132 1 63 1
133 1 63 1
134 0 -64 0
135 1 63 1
136 0 -64 0
137 0 -64 0
138 0 -56 0
139 1 63 1
140 1 63 1
141 0 -64 0
142 0 -64 0
143 0 -64 0
144 1 63 1
145 1 63 1
146 0 -64 0
147 1 63 1
148 0 -64 0
149 0 -64 0
150 0 -64 0
151 1 63 1
152 0 -64 0
153 1 63 1
154 1 63 1
155 1 63 1
156 0 -64 0
157 1 63 1
158 1 63 1
159 1 63 1
160 1 63 1
161 1 63 1
162 0 -64 0
163 1 63 1
164 0 -64 0
165 0 -64 0
166 1 63 1
167 1 63 1
168 1 63 1
169 1 63 1
170 0 -64 0
171 1 63 1
172 1 63 1
173 1 63 1
174 1 63 1
175 1 63 1
176 1 63 1
177 1 63 1
178 1 63 1
179 0 -64 0
180 0 -64 0
181 0 -64 0
182 0 -64 0
183 0 -64 0
184 0 -64 0
185 0 -64 0
186 0 -64 0
187 0 -64 0
188 0 -64 0
189 1 63 1
190 0 -64 0
191 1 63 1
192 0 -64 0
193 0 -64 0
194 1 63 1
195 0 -64 0
196 0 63 1
197 0 -64 0
198 0 -64 0
199 0 -64 0
200 1 63 1
201 1 63 1
202 1 63 1
203 0 -64 0
204 1 63 1
205 1 63 1
206 0 -64 0
207 0 -64 0
208 0 -64 0
209 1 63 1
210 0 -64 0
211 1 63 1
212 0 -64 0
213 0 -64 0
214 0 -64 0
215 1 63 1
216 0 -64 0
217 0 -64 0
218 0 -64 0
219 1 63 1
220 1 63 1
221 0 -64 0
222 0 -64 0
223 0 -64 0
224 1 63 1
225 1 63 1
226 1 63 1
227 0 -64 0
228 0 -64 0
229 1 63 1
230 1 63 1
231 1 63 1
232 1 63 1
233 1 63 1
234 1 63 1
235 0 -64 0
236 1 63 1
237 1 63 1
238 0 -64 0
239 1 63 1
240 1 63 1
241 0 -64 0
242 1 63 1
243 0 -64 0
244 1 63 1
245 0 -61 0
246 0 -64 0
247 0 -64 0
248 1 63 1
249 1 63 1
250 1 63 1
251 0 -64 0
252 0 -64 0
253 0 -64 0
254 0 -64 0
255 1 63 1
256 0 -64 0
257 0 -64 0
258 0 -44 0
259 1 63 1
260 1 63 1
261 0 -64 0
262 1 63 1
263 1 63 1
264 0 -64 0
265 1 63 1
266 1 63 1
267 0 -64 0
268 0 -64 0
269 1 63 1
270 0 -64 0
271 1 63 1
272 0 -64 0
273 1 63 1
274 1 63 1
275 1 63 1
276 0 -64 0
277 0 -64 0
278 0 -64 0
279 0 -64 0
280 1 63 1
281 0 -64 0
282 1 63 1
283 0 -64 0
284 0 -64 0
285 0 -64 0
286 1 63 1
287 1 63 1
288 1 63 1
289 0 -64 0
290 1 63 1
291 1 63 1
292 1 63 1
293 1 63 1
294 1 63 1
295 1 63 1
296 0 -64 0
297 1 63 1
298 0 -64 0
299 0 -64 0
300 0 -64 0
301 0 -64 0
302 1 63 1
303 1 63 1
304 1 63 1
305 0 -64 0
306 0 -64 0
307 1 63 1
308 1 63 1
309 1 63 1
310 1 63 1
311 1 63 1
312 1 61 1
313 0 -64 0
314 1 63 1
315 1 63 1
316 0 -64 0
317 1 63 1
318 0 -64 0
319 0 -64 0
320 0 -64 0
321 0 -64 0
322 0 -64 0
323 1 63 1
324 1 63 1
325 1 63 1
326 0 -64 0
327 0 -64 0
328 0 -64 0
329 1 63 1
330 0 -64 0
331 1 63 1
332 1 63 1
333 0 -64 0
334 1 63 1
335 0 -64 0
336 0 -64 0
337 0 -64 0
338 1 63 1
339 0 -64 0
340 0 -64 0
341 0 -64 0
342 0 -64 0
343 1 63 1
344 1 63 1
345 1 63 1
346 0 -64 0
347 1 63 1
348 1 63 1
349 1 63 1
350 0 -64 0
351 1 54 1
352 1 63 1
353 1 63 1
354 0 -64 0
355 1 63 1
356 0 -64 0
357 1 63 1
358 0 -64 0
359 1 63 1
360 1 63 1
361 1 63 1
362 0 -64 0
363 0 -64 0
364 1 63 1
365 0 -64 0
366 1 63 1
367 1 63 1
368 0 -64 0
369 0 -52 0
370 0 -64 0
371 0 -64 0
372 1 63 1
373 0 -64 0
374 1 63 1
375 0 -64 0
376 1 63 1
377 1 63 1
378 1 63 1
379 1 63 1
380 1 63 1
381 0 -64 0
382 0 -64 0
383 1 63 1
384 1 63 1
385 1 63 1
386 0 -64 0
387 0 -64 0
388 0 -64 0
389 0 -64 0
390 0 -64 0
391 1 63 1
392 1 63 1
393 1 63 1
394 1 63 1
395 1 63 1
396 0 -64 0
397 0 -64 0
398 0 -64 0
399 1 63 1
400 0 -36 0
401 1 63 1
402 1 63 1
403 0 -64 0
404 1 63 1
405 1 63 1
406 0 -64 0
407 0 -64 0
408 0 -64 0
409 1 63 1
410 1 63 1
411 0 -64 0
412 0 -64 0
413 1 63 1
414 1 63 1
415 0 -64 0
416 1 63 1
417 1 63 1
418 0 -64 0
419 1 63 1
420 1 63 1
421 1 63 1
422 1 63 1
423 0 -64 0
424 1 63 1
425 1 63 1
426 0 -64 0
427 1 63 1
428 0 -64 0
429 0 -64 0
430 0 -64 0
431 1 63 1
432 0 -64 0
433 1 63 1
434 1 63 1
435 1 63 1
436 0 -64 0
437 0 -64 0
438 1 63 1
439 0 -64 0
440 0 -64 0
441 1 63 1
442 1 63 1
443 0 -64 0
444 1 63 1
445 0 -64 0
446 1 63 1
447 0 -64 0
448 0 -64 0
449 1 63 1
450 0 -64 0
451 1 63 1
452 1 63 1
453 1 63 1
454 1 63 1
455 0 -64 0
456 0 -64 0
457 1 63 1
458 0 -64 0
459 0 -64 0
460 0 -64 0
461 0 -64 0
462 1 63 1
463 0 -64 0
464 1 63 1
465 0 -64 0
466 0 -64 0
467 0 -59 0
468 1 63 1
469 0 -64 0
470 0 -64 0
471 1 63 1
472 0 -64 0
473 0 -64 0
